,PseudoTime1,PseudoTime2
E73_756,,0.9461200000000001
E1783_514,,0.64286
E1513_189,,0.23559000000000002
E1295_449,0.5614,
E677_757,,0.94737
E916_49,,0.06015
E1331_116,,0.14411
E23_592,,0.7406
E481_648,,0.8107800000000001
E491_335,0.41855,
E887_550,,0.68797
E285_694,,0.8684200000000001
E1497_215,,0.26816999999999996
E723_288,,0.35965
E1801_556,,0.6954899999999999
E952_713,,0.89223
E485_470,,0.58772
E170_530,,0.66291
E1954_575,,0.7193
E1657_248,,0.30951999999999996
E1381_436,,0.54511
E1739_715,,0.89474
E1532_700,,0.8759399999999999
E256_573,0.7167899999999999,
E1252_693,,0.8671700000000001
E165_346,,0.43233
E287_394,0.49248000000000003,
E999_799,,1.0
E997_640,,0.80075
E1885_785,,0.98246
E1672_265,,0.33083
E577_170,,0.21178000000000002
E1793_587,,0.73434
E1185_151,,0.18797
E270_563,,0.70426
E1886_51,,0.06266000000000001
E1250_170,,0.21178000000000002
E162_327,,0.40852
E988_590,,0.7381
E1340_211,,0.26316
E252_201,,0.25063
E1387_743,,0.9298200000000001
E1664_166,0.20676999999999998,
E1552_774,0.96867,
E1367_73,,0.09022999999999999
E399_44,,0.05388
E1615_556,,0.6954899999999999
E932_597,,0.74687
E518_245,,0.30576
E1494_701,,0.8771899999999999
E900_637,0.79699,
E1005_633,,0.79198
E884_14,,0.01629
E789_509,,0.63659
E293_488,0.61028,
E965_729,,0.91228
E1447_664,0.83083,
E1586_434,,0.54261
E33_347,,0.43358
E412_138,,0.17168
E457_530,,0.66291
E430_10,,0.01128
E1001_36,,0.04386
E1658_268,,0.33459
E1784_364,,0.45488999999999996
E1315_492,,0.61529
E1411_20,,0.023809999999999998
E1119_580,,0.72556
E79_558,,0.69799
E1092_585,,0.73183
E19_116,,0.14411
E703_173,,0.21554
E898_158,,0.19674
E1974_464,,0.5802
E166_163,,0.20301
E131_719,,0.89975
E1515_361,0.45113000000000003,
E1816_616,,0.77068
E186_720,0.9009999999999999,
E1782_54,,0.06642
E143_720,,0.9009999999999999
E1507_656,,0.8208
E404_454,,0.56767
E709_713,0.89223,
E1669_51,,0.06266000000000001
E1244_180,,0.22430999999999998
E440_413,,0.5162899999999999
E1426_417,,0.5213
E1626_554,0.69298,
E746_701,,0.8771899999999999
E908_498,,0.6228100000000001
E1583_666,,0.8333299999999999
E972_551,,0.6892199999999999
E1971_419,,0.52381
E787_112,,0.1391
E1390_719,,0.89975
E815_732,,0.91604
E1772_518,,0.64787
E1503_311,,0.38847
E820_239,,0.29825
E365_91,0.11277999999999999,
E1613_201,,0.25063
E503_118,,0.14662
E682_132,0.16416,
E1108_549,,0.68672
E1370_305,,0.38095
E1599_116,0.14411,
E1223_463,0.57895,
E226_470,,0.58772
E1743_630,0.78822,
E1166_520,,0.6503800000000001
E1522_279,,0.34836999999999996
E714_308,,0.38471
E1057_493,,0.61654
E1602_34,,0.04135
E653_270,,0.33709
E1164_120,0.14912,
E544_38,,0.04637
E1067_793,0.9924799999999999,
E1375_173,0.21554,
E1107_463,,0.57895
E926_11,,0.01253
E231_629,,0.78697
E846_590,,0.7381
E98_416,,0.52005
E327_103,0.12782000000000002,
E989_153,,0.19047999999999998
E247_59,,0.07268
E1237_504,,0.6303300000000001
E1489_675,,0.8446100000000001
E628_203,,0.25313
E951_387,,0.48371000000000003
E1890_31,0.03759,
E1752_799,,1.0
E871_624,,0.7807
E1496_508,0.63534,
E14_463,,0.57895
E1690_557,,0.6967399999999999
E334_421,,0.52632
E813_563,,0.70426
E1803_286,,0.35714
E880_633,,0.79198
E1064_671,,0.8396
E1574_624,0.7807,
E1355_465,,0.58145
E40_46,,0.056389999999999996
E788_572,,0.71554
E92_595,,0.74436
E339_52,,0.06391000000000001
E720_664,,0.83083
E245_518,,0.64787
E1476_171,0.21303000000000002,
E371_301,,0.37594
E743_260,,0.32456
E649_306,,0.38221
E1742_9,,0.010029999999999999
E1993_45,,0.055139999999999995
E120_608,,0.76065
E429_166,0.20676999999999998,
E1139_364,0.45488999999999996,
E1768_65,,0.0802
E1751_235,,0.29323
E834_337,,0.42105
E102_753,,0.9423600000000001
E288_150,0.18672,
E1359_668,0.8358399999999999,
E1212_429,0.5363399999999999,
E395_636,,0.79574
E1444_341,0.42607,
E508_545,,0.6817
E976_381,,0.47618999999999995
E1087_712,,0.8909799999999999
E1754_719,,0.89975
E568_751,,0.93985
E1815_614,,0.76817
E13_642,,0.8032600000000001
E690_312,,0.38971999999999996
E944_743,0.9298200000000001,
E449_151,0.18797,
E436_477,,0.59649
E902_257,,0.3208
E629_67,,0.08271
E1833_248,,0.30951999999999996
E1179_692,,0.8659100000000001
E516_564,,0.7055100000000001
E1637_737,,0.9223100000000001
E1913_79,,0.09774
E2_306,0.38221,
E1961_370,,0.46241000000000004
E1849_610,,0.7631600000000001
E1839_627,,0.78446
E1463_379,,0.47368000000000005
E333_439,,0.54887
E1231_164,,0.20426
E1807_756,,0.9461200000000001
E1174_26,,0.031330000000000004
E823_107,,0.13283
E1368_552,,0.69048
E726_136,,0.16917000000000001
E882_419,,0.52381
E1957_236,,0.29449000000000003
E51_399,,0.49875
E1573_689,,0.86216
E715_115,,0.14286
E1363_14,,0.01629
E1025_43,,0.052629999999999996
E1072_252,,0.31454
E1960_298,,0.37218
E1545_688,,0.8609
E829_771,,0.96491
E1760_642,,0.8032600000000001
E821_748,0.93609,
E844_56,,0.06892000000000001
E1651_205,,0.25564000000000003
E1594_730,,0.91353
E1218_518,,0.64787
E280_325,0.40602,
E1203_525,0.65664,
E380_457,0.57143,
E259_445,,0.5563899999999999
E556_3,,0.00251
E917_366,,0.45738999999999996
E1071_238,0.29699000000000003,
E1102_6,,0.00627
E1316_52,0.06391000000000001,
E50_430,,0.53759
E1382_103,,0.12782000000000002
E731_12,,0.01378
E975_402,,0.50251
E1289_475,,0.5939800000000001
E647_452,,0.56516
E147_402,0.50251,
E1819_157,0.19549,
E543_295,,0.36841999999999997
E300_500,0.62531,
E366_387,,0.48371000000000003
E1491_706,,0.88346
E637_175,,0.21805
E455_241,,0.30075
E1647_122,,0.15163
E651_179,,0.22305999999999998
E1440_363,,0.45363000000000003
E1997_283,,0.35338
E515_77,0.09523999999999999,
E261_769,0.96241,
E100_733,,0.9172899999999999
E176_45,0.055139999999999995,
E84_753,,0.9423600000000001
E1227_232,,0.28947
E762_39,,0.047619999999999996
E539_653,0.81704,
E1455_87,,0.10777
E251_538,,0.67293
E1380_394,,0.49248000000000003
E1031_381,,0.47618999999999995
E1611_247,,0.30827
E930_492,,0.61529
E1269_119,,0.14787
E425_340,,0.42481
E1880_194,,0.24185
E1955_114,0.1416,
E730_30,,0.03634
E1163_449,,0.5614
E1419_498,,0.6228100000000001
E1501_660,,0.82581
E37_542,,0.67794
E81_55,0.06767000000000001,
E549_508,,0.63534
E1884_528,,0.6604
E1524_767,0.9599,
E1095_215,0.26816999999999996,
E1509_603,0.75439,
E1424_783,,0.97995
E1959_175,,0.21805
E856_332,,0.41478999999999994
E36_483,,0.60401
E189_697,,0.87218
E1687_263,,0.32832
E1383_198,,0.24686999999999998
E168_94,,0.11654
E346_484,0.60526,
E1330_1,0.0,
E509_4,,0.0037600000000000003
E1805_271,,0.33835
E1535_382,,0.47744
E1420_234,,0.29198
E1923_89,,0.11027999999999999
E760_189,,0.23559000000000002
E114_718,,0.8985
E1225_218,,0.27193
E122_763,,0.95489
E1597_672,,0.84085
E185_552,,0.69048
E758_116,0.14411,
E1450_137,0.17043,
E1634_264,,0.32957
E1236_365,0.45614,
E1698_406,,0.50752
E250_55,,0.06767000000000001
E729_147,,0.18295999999999998
E103_683,,0.85464
E410_288,,0.35965
E119_673,,0.84211
E1140_710,,0.8884700000000001
E740_747,,0.93484
E340_468,,0.58521
E113_128,,0.15915
E1460_552,,0.69048
E1735_660,,0.82581
E876_47,,0.05764
E1938_523,,0.6541399999999999
E1109_562,,0.70301
E242_629,,0.78697
E1051_135,,0.16792
E1162_252,0.31454,
E1593_120,,0.14912
E265_780,,0.97619
E460_260,0.32456,
E1251_274,,0.34210999999999997
E149_31,0.03759,
E1893_495,,0.61905
E151_61,,0.07518999999999999
E1946_585,,0.73183
E382_634,,0.79323
E1421_56,,0.06892000000000001
E1866_598,0.74812,
E1299_399,,0.49875
E810_690,,0.86341
E1354_72,,0.08897000000000001
E1228_569,,0.71178
E1256_151,,0.18797
E538_553,,0.6917300000000001
E1929_86,,0.10652
E1061_587,,0.73434
E414_163,,0.20301
E1941_718,,0.8985
E1210_218,0.27193,
E910_758,0.94862,
E313_112,,0.1391
E25_69,,0.08521000000000001
E330_229,,0.28570999999999996
E338_429,,0.5363399999999999
E1279_323,,0.40351
E415_371,0.46366,
E973_20,,0.023809999999999998
E959_543,,0.6792
E1211_276,,0.34460999999999997
E1348_344,,0.42982
E822_364,,0.45488999999999996
E630_271,0.33835,
E901_258,0.32206,
E1862_784,,0.9812
E964_577,,0.7218
E1565_123,0.15288,
E500_192,0.23935,
E642_298,,0.37218
E1643_760,,0.9511299999999999
E1521_27,,0.03258
E877_59,,0.07268
E1169_645,,0.80702
E525_615,,0.76942
E1850_373,,0.46617
E766_168,,0.20926999999999998
E521_701,0.8771899999999999,
E774_616,,0.77068
E355_259,,0.32331
E1298_347,0.43358,
E1845_69,,0.08521000000000001
E1561_523,,0.6541399999999999
E741_273,,0.34085
E342_114,0.1416,
E1066_797,,0.99749
E388_170,,0.21178000000000002
E1848_2,0.00125,
E294_446,,0.5576399999999999
E1448_322,,0.40226
E859_60,0.07393,
E314_456,,0.57018
E192_158,,0.19674
E432_180,0.22430999999999998,
E1551_35,,0.04261
E233_165,,0.20551
E1705_757,,0.94737
E1650_101,,0.12531
E328_258,,0.32206
E1141_654,,0.8183
E579_316,,0.39474000000000004
E1504_162,,0.20175
E389_793,,0.9924799999999999
E1333_191,,0.2381
E1989_526,0.65789,
E697_324,,0.40476
E35_695,,0.86967
E1779_489,,0.61153
E707_778,0.9736799999999999,
E1825_596,,0.74561
E1854_473,,0.59148
E706_779,0.9749399999999999,
E258_468,,0.58521
E1173_720,,0.9009999999999999
E1975_795,,0.9949899999999999
E790_126,,0.15664
E1350_451,0.56391,
E1386_574,,0.71805
E1937_577,,0.7218
E781_685,,0.85714
E178_737,,0.9223100000000001
E1094_507,,0.6340899999999999
E1222_792,,0.9912299999999999
E1353_382,0.47744,
E1883_131,,0.16291
E1934_555,,0.69424
E494_769,0.96241,
E1832_391,0.48872,
E841_267,,0.33333
E323_550,,0.68797
E1808_177,0.22055,
E1335_781,,0.97744
E69_455,,0.56892
E244_10,,0.01128
E1595_402,,0.50251
E1171_535,,0.6691699999999999
E947_557,,0.6967399999999999
E107_213,,0.26566
E617_654,0.8183,
E962_284,0.35464,
E885_611,,0.76441
E934_579,,0.72431
E9_83,,0.10275999999999999
E132_383,,0.4787
E54_146,0.1817,
E1911_291,,0.36341
E15_615,0.76942,
E564_591,,0.73935
E222_555,,0.69424
E1674_362,,0.45238
E914_754,,0.9436100000000001
E210_393,,0.49123
E919_586,,0.7330800000000001
E906_201,,0.25063
E1737_390,,0.48746999999999996
E1319_761,,0.9523799999999999
E117_623,,0.77945
E475_373,,0.46617
E1590_764,,0.95614
E1276_427,,0.53383
E419_33,,0.0401
E1151_200,,0.24936999999999998
E683_122,,0.15163
E915_150,,0.18672
E1652_122,0.15163,
E721_593,,0.74185
E163_532,0.6654100000000001,
E1334_109,,0.13534000000000002
E208_570,,0.71303
E911_35,,0.04261
E1437_555,0.69424,
E599_230,0.28697,
E1186_624,,0.7807
E1427_254,,0.31704
E1063_407,0.50877,
E913_520,,0.6503800000000001
E311_232,,0.28947
E1281_360,,0.44987
E1691_657,0.82206,
E728_573,,0.7167899999999999
E312_277,,0.34586
E297_140,,0.17419
E305_342,,0.42732
E1143_740,0.9260700000000001,
E801_453,0.56642,
E80_435,,0.54386
E670_620,0.77569,
E1240_159,0.19799,
E1542_219,,0.27318000000000003
E843_772,,0.9661700000000001
E1817_714,,0.8934799999999999
E1882_198,0.24686999999999998,
E897_578,,0.72306
E817_407,,0.50877
E1894_132,,0.16416
E1888_11,0.01253,
E1126_795,,0.9949899999999999
E1180_499,,0.6240600000000001
E1498_706,,0.88346
E1967_104,,0.12907000000000002
E1275_495,0.61905,
E105_681,,0.8521299999999999
E1121_380,,0.47494
E1585_475,,0.5939800000000001
E53_252,,0.31454
E367_143,0.17794000000000001,
E126_698,0.8734299999999999,
E279_319,,0.3985
E1889_684,0.8558899999999999,
E527_202,0.25188,
E1286_91,,0.11277999999999999
E1081_251,,0.31328
E474_739,0.92481,
E463_108,,0.13409000000000001
E393_725,0.90727,
E482_371,,0.46366
E808_443,,0.55388
E635_460,,0.57519
E1198_84,,0.10400999999999999
E257_353,,0.4411
E99_66,,0.08145
E724_487,,0.60902
E1091_768,,0.96115
E1393_1,,0.0
E1834_72,,0.08897000000000001
E110_582,,0.72807
E1584_316,0.39474000000000004,
E1871_395,,0.49373
E1339_229,,0.28570999999999996
E669_336,,0.4198
E540_171,,0.21303000000000002
E1452_575,,0.7193
E1328_53,,0.06516
E1296_244,,0.30451
E1117_623,,0.77945
E1718_197,0.24561,
E757_543,,0.6792
E1469_23,,0.027569999999999997
E392_400,,0.5
E1499_616,,0.77068
E488_277,,0.34586
E1008_385,,0.4812
E1356_391,0.48872,
E672_378,,0.47243
E376_498,0.6228100000000001,
E555_610,,0.7631600000000001
E1271_326,,0.40726999999999997
E612_746,0.93358,
E1827_676,0.8458600000000001,
E1695_307,,0.38345999999999997
E1675_767,,0.9599
E1694_539,,0.67419
E574_525,,0.65664
E272_632,,0.79073
E739_54,,0.06642
E350_653,,0.81704
E1183_187,,0.23308
E1785_20,,0.023809999999999998
E924_515,,0.6441100000000001
E767_754,,0.9436100000000001
E341_747,,0.93484
E1307_189,,0.23559000000000002
E336_705,0.88221,
E1294_184,,0.22931999999999997
E1190_603,,0.75439
E1112_628,0.78571,
E1942_548,0.6854600000000001,
E1311_323,,0.40351
E1461_512,,0.64035
E1992_464,,0.5802
E1194_396,,0.49499
E1538_53,,0.06516
E594_782,,0.9787
E1022_390,,0.48746999999999996
E511_232,,0.28947
E1336_520,,0.6503800000000001
E57_679,0.84962,
E41_735,,0.9198
E1909_281,0.35088,
E1287_602,,0.75313
E1809_52,,0.06391000000000001
E1710_546,,0.68296
E1609_748,,0.93609
E374_256,0.31955,
E1879_482,,0.6027600000000001
E1044_395,,0.49373
E1732_250,,0.31203000000000003
E1037_143,0.17794000000000001,
E561_616,0.77068,
E1543_530,0.66291,
E655_413,,0.5162899999999999
E1653_727,,0.9097700000000001
E1776_119,,0.14787
E490_357,,0.44611999999999996
E1481_2,0.00125,
E1676_234,,0.29198
E1824_267,,0.33333
E958_171,,0.21303000000000002
E1578_20,,0.023809999999999998
E1851_708,0.8859600000000001,
E931_16,,0.0188
E1518_128,,0.15915
E63_86,,0.10652
E1258_774,,0.96867
E58_320,,0.39975
E67_727,0.9097700000000001,
E1263_155,,0.19297999999999998
E513_741,,0.92732
E1516_767,,0.9599
E1214_664,0.83083,
E1549_584,,0.73058
E1329_473,,0.59148
E1511_2,0.00125,
E109_756,,0.9461200000000001
E1514_142,,0.17669
E849_222,0.27694,
E818_167,,0.20801999999999998
E607_798,,0.99875
E1681_201,,0.25063
E1786_637,,0.79699
E1841_522,0.65288,
E1813_648,,0.8107800000000001
E1500_279,,0.34836999999999996
E402_380,,0.47494
E324_235,,0.29323
E1184_753,,0.9423600000000001
E169_558,,0.69799
E1949_9,,0.010029999999999999
E1623_70,0.08647,
E1189_647,,0.80952
E182_344,,0.42982
E749_15,,0.01754
E1239_63,,0.07769
E1654_101,,0.12531
E1745_741,,0.92732
E1641_429,,0.5363399999999999
E1758_125,,0.15539
E605_631,,0.78947
E1539_225,,0.2807
E1104_434,,0.54261
E1429_649,,0.81203
E1441_137,,0.17043
E281_543,0.6792,
E537_711,,0.8897200000000001
E433_159,,0.19799
E452_146,,0.1817
E519_563,,0.70426
E1425_145,0.18045,
E1436_650,,0.81328
E833_314,,0.39223
E648_326,,0.40726999999999997
E864_8,,0.00877
E665_278,0.34712,
E1900_266,,0.33208000000000004
E1010_215,,0.26816999999999996
E211_542,,0.67794
E158_610,,0.7631600000000001
E1017_561,0.70175,
E1770_113,,0.14035
E1305_508,0.63534,
E1837_296,,0.36967
E1262_797,,0.99749
E1474_686,0.8584,
E891_409,,0.5112800000000001
E435_405,,0.50627
E505_644,,0.80576
E698_637,,0.79699
E845_302,,0.37719
E1715_644,0.80576,
E1324_272,0.3396,
E809_243,,0.30326
E1495_452,,0.56516
E1267_393,,0.49123
E49_737,,0.9223100000000001
E696_547,,0.68421
E93_413,,0.5162899999999999
E1182_609,0.7619,
E1249_450,,0.56266
E362_36,,0.04386
E1702_110,,0.13659000000000002
E446_660,,0.82581
E1563_553,0.6917300000000001,
E1372_80,,0.099
E1137_503,,0.62907
E559_327,,0.40852
E1756_165,,0.20551
E1103_442,,0.5526300000000001
E850_70,,0.08647
E60_21,,0.02506
E1284_52,0.06391000000000001,
E156_245,0.30576,
E1635_685,0.85714,
E220_2,0.00125,
E528_265,,0.33083
E502_581,,0.72682
E1769_174,,0.21679
E1357_774,,0.96867
E1136_84,0.10400999999999999,
E520_413,,0.5162899999999999
E1043_437,,0.54637
E1662_217,,0.27068000000000003
E478_175,0.21805,
E1697_786,,0.9837100000000001
E1910_264,0.32957,
E444_701,,0.8771899999999999
E1361_165,0.20551,
E273_279,,0.34836999999999996
E1569_44,0.05388,
E1921_724,0.90602,
E1408_281,,0.35088
E1630_238,0.29699000000000003,
E1724_375,,0.46867
E1323_127,,0.15789
E1056_318,,0.39724
E1248_735,,0.9198
E458_73,0.09022999999999999,
E1015_212,,0.26441
E1259_785,,0.98246
E349_722,,0.90351
E1135_230,0.28697,
E1090_790,,0.98872
E1127_704,0.88095,
E1629_264,,0.32957
E216_464,,0.5802
E686_754,,0.9436100000000001
E1864_323,0.40351,
E1700_702,0.87845,
E1490_42,0.051379999999999995,
E620_362,,0.45238
E802_181,,0.22555999999999998
E592_585,,0.73183
E1032_604,,0.75564
E1226_367,0.45865,
E1233_101,,0.12531
E1591_511,,0.6391
E674_648,,0.8107800000000001
E361_32,,0.03885
E7_339,0.42356000000000005,
E1605_749,,0.93734
E1069_709,,0.8872200000000001
E681_90,,0.11152999999999999
E853_697,,0.87218
E230_127,,0.15789
E799_709,0.8872200000000001,
E1209_217,,0.27068000000000003
E62_183,0.22807,
E472_682,0.8533799999999999,
E1451_442,,0.5526300000000001
E1475_318,0.39724,
E1313_109,,0.13534000000000002
E332_559,,0.69925
E1196_623,0.77945,
E1266_659,0.8245600000000001,
E699_168,0.20926999999999998,
E1187_736,0.92105,
E1050_228,,0.28446
E1995_421,,0.52632
E83_537,,0.67168
E343_524,,0.6553899999999999
E10_749,,0.93734
E1318_297,0.37093000000000004,
E1453_103,,0.12782000000000002
E337_168,,0.20926999999999998
E387_214,,0.26692
E1493_46,,0.056389999999999996
E398_748,,0.93609
E1049_375,,0.46867
E364_224,0.27945,
E1466_102,,0.12657000000000002
E1432_511,,0.6391
E1980_747,0.93484,
E1601_163,,0.20301
E734_362,,0.45238
E253_118,0.14662,
E1471_353,0.4411,
E955_670,0.83835,
E495_641,,0.80201
E423_475,0.5939800000000001,
E705_500,,0.62531
E710_386,,0.48246000000000006
E993_357,,0.44611999999999996
E881_763,,0.95489
E466_168,,0.20926999999999998
E1765_215,,0.26816999999999996
E560_6,,0.00627
E923_743,,0.9298200000000001
E819_474,0.59273,
E967_255,,0.3183
E209_251,0.31328,
E1018_471,,0.58897
E1099_723,,0.90476
E45_127,0.15789,
E719_686,,0.8584
E522_307,,0.38345999999999997
E1132_771,,0.96491
E1401_590,0.7381,
E589_195,,0.24311
E315_520,0.6503800000000001,
E656_463,0.57895,
E445_55,,0.06767000000000001
E479_305,0.38095,
E1150_626,0.7832100000000001,
E963_537,,0.67168
E1002_674,,0.84336
E17_214,,0.26692
E1046_327,,0.40852
E1040_706,,0.88346
E680_260,,0.32456
E547_792,,0.9912299999999999
E597_697,,0.87218
E1332_257,,0.3208
E718_177,0.22055,
E937_61,,0.07518999999999999
E1028_722,,0.90351
E1325_747,,0.93484
E1625_508,,0.63534
E291_447,,0.5589
E921_637,,0.79699
E927_541,0.67669,
E1360_544,0.68045,
E1930_492,,0.61529
E1914_11,,0.01253
E1110_598,0.74812,
E128_402,,0.50251
E1943_369,,0.46115
E1589_622,,0.7782
E68_236,,0.29449000000000003
E1843_759,0.9498700000000001,
E1088_743,,0.9298200000000001
E1413_769,,0.96241
E1927_116,0.14411,
E550_312,,0.38971999999999996
E611_794,,0.9937299999999999
E666_776,0.9711799999999999,
E1274_602,,0.75313
E267_94,,0.11654
E1970_346,,0.43233
E1039_1,,0.0
E1351_695,,0.86967
E1456_11,,0.01253
E593_739,0.92481,
E1009_436,,0.54511
E851_322,,0.40226
E1968_94,,0.11654
E1433_301,,0.37594
E909_251,,0.31328
E1661_446,,0.5576399999999999
E48_549,0.68672,
E18_398,,0.49749
E1830_463,,0.57895
E863_703,,0.8797
E188_284,,0.35464
E1534_414,0.51754,
E1326_532,,0.6654100000000001
E201_19,,0.02256
E1730_184,,0.22931999999999997
E582_796,,0.99624
E1417_137,,0.17043
E90_288,,0.35965
E43_227,,0.28321
E646_424,0.53008,
E742_168,,0.20926999999999998
E447_167,,0.20801999999999998
E1916_631,0.78947,
E596_270,,0.33709
E438_434,,0.54261
E1814_660,0.82581,
E1912_502,0.6278199999999999,
E1603_86,0.10652,
E1300_267,,0.33333
E1517_374,0.46742,
E1312_777,,0.9724299999999999
E172_349,,0.43609
E368_521,,0.65163
E676_307,,0.38345999999999997
E140_410,,0.51253
E1301_254,0.31704,
E532_570,,0.71303
E711_275,,0.34336
E1082_513,,0.6416
E1397_622,,0.7782
E883_266,,0.33208000000000004
E1978_506,,0.63283
E215_451,,0.56391
E595_774,0.96867,
E1846_385,,0.4812
E1774_535,,0.6691699999999999
E1899_598,0.74812,
E763_746,,0.93358
E847_669,0.83709,
E276_715,,0.89474
E115_402,,0.50251
E992_2,,0.00125
E1627_460,0.57519,
E199_599,,0.74937
E1660_676,,0.8458600000000001
E1241_487,,0.60902
E1077_360,,0.44987
E406_613,,0.7669199999999999
E372_724,,0.90602
E1614_241,,0.30075
E1887_76,,0.09398
E1479_115,,0.14286
E1840_11,,0.01253
E469_488,,0.61028
E1449_716,0.89599,
