Gene1,Gene2,EdgeWeight
RBPMS2,MRAS,-2.7749582529067993
RBPMS2,KLF5,-3.7090238332748413
RBPMS2,GABBR1,-2.843827247619629
RBPMS2,KLF4,-0.9232865273952484
RBPMS2,SPARC,-1.5455062985420227
RBPMS2,EHMT2,-3.2695653438568115
RBPMS2,COPB1,-2.033411204814911
RBPMS2,IER2,-2.1196512579917908
RBPMS2,GCNT2,-1.8175607919692993
RBPMS2,PDIA6,-4.549192905426025
RBPMS2,KCTD10,-4.892338752746582
RBPMS2,CHD4,-3.094869017601013
RBPMS2,APPBP2,-2.4047956466674805
RBPMS2,NRF1,-3.255799889564514
RBPMS2,TMEM30A,-2.940538167953491
RBPMS2,SNRPN,-2.713257074356079
RBPMS2,AKT1,-4.475886344909668
RBPMS2,DMAP1,-1.254056692123413
RBPMS2,FKBP9,-1.8707517385482788
RBPMS2,FN1,-1.6558856964111328
RBPMS2,COBL,-2.6062299013137817
RBPMS2,PCOLCE,-3.187678575515747
RBPMS2,ZFHX3,-2.779468297958374
RBPMS2,UBQLN2,-3.8962448835372925
RBPMS2,GNS,-1.0359160006046295
RBPMS2,TMEM214,-3.674092650413513
RBPMS2,XBP1,-4.304441690444946
RBPMS2,CBX8,-2.2140979766845703
RBPMS2,OGT,-1.6948482990264893
RBPMS2,SELENON,-2.937093496322632
RBPMS2,COTL1,0.17792843282222748
RBPMS2,SUPT5,0.35581107437610626
RBPMS2,CMKLR1,-1.746688425540924
RBPMS2,NAA10,0.6283950060606003
RBPMS2,SELENOM,2.9751322269439697
RBPMS2,RAD23B,-1.4670653939247131
RBPMS2,NMNAT2,-0.7144419848918915
RBPMS2,SH3GLB1,0.6417019665241241
RBPMS2,HMGA1,-0.031560469418764114
RBPMS2,PECAM1,-0.5884345918893814
RBPMS2,EPOP,-2.719978928565979
RBPMS2,PCOLCE2,-0.6462683379650116
RBPMS2,PDIA3,0.1136834342032671
RBPMS2,MAGED1,-1.2776253819465637
RBPMS2,MFSD1,-0.5849881917238235
RBPMS2,ELL2,-1.9030520915985107
RBPMS2,TGOLN1,1.417220413684845
RBPMS2,AVG,-3.734743356704712
SERPINH1,GATA4,-5.654637336730957
SERPINH1,HDAC2,-5.428995609283447
SERPINH1,HDAC3,-6.566544532775879
SERPINH1,EIF2S2,-6.186484098434448
SERPINH1,TXNDC5,-6.447925329208374
SERPINH1,SEC24A,-6.3155505657196045
SERPINH1,TRP53,-5.0034098625183105
SERPINH1,ADGRA2,-5.301537036895752
SERPINH1,RAF1,-6.744747877120972
SERPINH1,TMEM9B,-7.315477132797241
SERPINH1,RAD21,-7.863123178482056
SERPINH1,TIMP3,-7.561514854431152
SERPINH1,FAM114A1,-4.479981899261475
SERPINH1,PDGFRA,-5.964968681335449
SERPINH1,GLI1,-8.394928932189941
SERPINH1,RFFL,-7.163999557495117
SERPINH1,TMEM59,-3.5519386529922485
SERPINH1,GDPD5,-7.154311180114746
SERPINH1,RBPMS2,-4.289050340652466
SERPINH1,SERPINH1,-5.507989406585693
SERPINH1,FGF10,-4.338323593139648
SERPINH1,RAB2A,-8.400969505310059
SERPINH1,SEC11A,-7.633625745773315
SERPINH1,OOEP,-4.8381829261779785
SERPINH1,GLIPR2,-3.732655644416809
SERPINH1,CHD7,-6.783613204956055
SERPINH1,KAT5,-4.895402908325195
SERPINH1,GHR,-4.107345819473267
SERPINH1,NACC1,-7.3474814891815186
SERPINH1,GOT1,-6.430547475814819
SERPINH1,PXDN,-3.116351366043091
SERPINH1,RCC2,-5.06706428527832
SERPINH1,APEX1,-5.103079319000244
SERPINH1,NFYA,-5.090345621109009
SERPINH1,MYDGF,-6.710113286972046
SERPINH1,TDH,-2.5646239519119263
SERPINH1,JARID2,-4.88599705696106
SERPINH1,ZIC3,-5.682979106903076
SERPINH1,SURF4,-6.65203332901001
SERPINH1,DERL1,-6.990389585494995
SERPINH1,RIF1,-4.94780707359314
SERPINH1,NELFA,-6.841227293014526
SERPINH1,DPF2,-5.834458112716675
SERPINH1,THAP11,-6.46171760559082
SERPINH1,GGA2,-5.990485191345215
SERPINH1,TCF15,-5.744780778884888
SERPINH1,GFPT2,-3.4365384578704834
SERPINH1,PDE4DIP,-5.809535026550293
SERPINH1,CHST15,-4.819497108459473
SERPINH1,UBTF,-6.159225702285767
SERPINH1,CARHSP1,-5.549000978469849
SERPINH1,FBXW8,-5.698704957962036
SERPINH1,GNAI3,-8.621390342712402
SERPINH1,MRAS,-5.2966673374176025
SERPINH1,KLF5,-7.179309844970703
SERPINH1,GABBR1,-4.172543525695801
SERPINH1,KLF4,-5.746116876602173
SERPINH1,SPARC,-5.2212700843811035
SERPINH1,EHMT2,-6.448413848876953
SERPINH1,COPB1,-5.058573246002197
SERPINH1,IER2,-3.6154199838638306
SERPINH1,GCNT2,-6.443720102310181
SERPINH1,PDIA6,-6.74078369140625
SERPINH1,KCTD10,-4.840121030807495
SERPINH1,CHD4,-5.54314398765564
SERPINH1,APPBP2,-6.07970666885376
SERPINH1,NRF1,-5.951954126358032
SERPINH1,TMEM30A,-6.262380361557007
SERPINH1,SNRPN,-5.833525896072388
SERPINH1,AKT1,-5.205301523208618
SERPINH1,DMAP1,-6.087137460708618
SERPINH1,FKBP9,-6.240089416503906
SERPINH1,FN1,-5.820508003234863
SERPINH1,COBL,-5.818613767623901
SERPINH1,PCOLCE,-4.5404157638549805
SERPINH1,ZFHX3,-6.052749156951904
SERPINH1,UBQLN2,-5.173110008239746
SERPINH1,GNS,-6.865224361419678
SERPINH1,TMEM214,-6.243759393692017
SERPINH1,XBP1,-5.9065563678741455
SERPINH1,CBX8,-3.339522361755371
SERPINH1,OGT,-4.752173185348511
SERPINH1,SELENON,-5.532787322998047
SERPINH1,COTL1,-6.162938833236694
SERPINH1,SUPT5,-6.017255067825317
SERPINH1,CMKLR1,-3.034726619720459
SERPINH1,NAA10,-5.3559792041778564
SERPINH1,SELENOM,-4.24651837348938
SERPINH1,RAD23B,-4.859879970550537
SERPINH1,NMNAT2,-5.065578460693359
SERPINH1,SH3GLB1,-5.853092432022095
SERPINH1,HMGA1,-3.1672561168670654
SERPINH1,PECAM1,-5.275313854217529
SERPINH1,EPOP,-6.685865879058838
SERPINH1,PCOLCE2,-2.375510096549988
SERPINH1,PDIA3,-5.737341403961182
SERPINH1,MAGED1,-5.917352199554443
SERPINH1,MFSD1,-6.837517261505127
SERPINH1,ELL2,-4.426934003829956
SERPINH1,TGOLN1,-4.834184885025024
SERPINH1,AVG,-15.512794017791748
FGF10,GATA4,-2.8250726461410522
FGF10,HDAC2,-6.756709098815918
FGF10,HDAC3,-7.088257074356079
FGF10,EIF2S2,-4.427544355392456
FGF10,TXNDC5,-6.653464317321777
FGF10,SEC24A,-3.7833296060562134
FGF10,TRP53,-2.6571829319000244
FGF10,ADGRA2,-3.4745373725891113
FGF10,RAF1,-4.13822329044342
FGF10,TMEM9B,-4.333831548690796
FGF10,RAD21,-6.3569090366363525
FGF10,TIMP3,-1.682872474193573
FGF10,FAM114A1,-3.000333786010742
FGF10,PDGFRA,-2.940860390663147
FGF10,GLI1,-5.481034755706787
FGF10,RFFL,-2.5117791891098022
FGF10,TMEM59,-4.218042373657227
FGF10,GDPD5,-5.863934278488159
FGF10,RBPMS2,-4.782233953475952
FGF10,SERPINH1,-3.9200031757354736
FGF10,FGF10,-4.593376159667969
FGF10,RAB2A,-4.452927112579346
FGF10,SEC11A,-4.597653388977051
FGF10,OOEP,-4.286718368530273
FGF10,GLIPR2,-3.71695613861084
FGF10,CHD7,-5.995883464813232
FGF10,KAT5,-3.543307662010193
FGF10,GHR,-4.030755877494812
FGF10,NACC1,-5.4935266971588135
FGF10,GOT1,-4.522168874740601
FGF10,PXDN,-2.4996999502182007
FGF10,RCC2,-3.660743236541748
FGF10,APEX1,-4.291512727737427
FGF10,NFYA,-4.222100019454956
FGF10,MYDGF,-5.085510015487671
FGF10,TDH,-5.181884765625
FGF10,JARID2,-5.13337779045105
FGF10,ZIC3,-3.9010783433914185
FGF10,SURF4,-6.672223329544067
FGF10,DERL1,-5.103897333145142
FGF10,RIF1,-4.675947189331055
FGF10,NELFA,-5.406232833862305
FGF10,DPF2,-4.272911310195923
FGF10,THAP11,-5.093999862670898
FGF10,GGA2,-5.709019422531128
FGF10,TCF15,-5.0690836906433105
FGF10,GFPT2,-4.672459125518799
FGF10,PDE4DIP,-4.555134057998657
FGF10,CHST15,-3.6306346654891968
FGF10,UBTF,-5.708532810211182
FGF10,CARHSP1,-3.927198648452759
FGF10,FBXW8,-6.506342649459839
FGF10,GNAI3,-6.0148069858551025
FGF10,MRAS,-5.254349708557129
FGF10,KLF5,-4.929910182952881
FGF10,GABBR1,-4.803821086883545
FGF10,KLF4,-4.003610730171204
FGF10,SPARC,-4.04410982131958
FGF10,EHMT2,-4.477342844009399
FGF10,COPB1,-5.32031512260437
FGF10,IER2,-4.4294445514678955
FGF10,GCNT2,-3.567788243293762
FGF10,PDIA6,-6.700612783432007
FGF10,KCTD10,-5.0722808837890625
FGF10,CHD4,-6.499856472015381
FGF10,APPBP2,-4.698194980621338
FGF10,NRF1,-4.74504280090332
FGF10,TMEM30A,-3.9389004707336426
FGF10,SNRPN,-4.088334798812866
FGF10,AKT1,-5.931047439575195
FGF10,DMAP1,-6.541686296463013
FGF10,FKBP9,-3.4278684854507446
FGF10,FN1,-5.309240102767944
FGF10,COBL,-6.068838119506836
FGF10,PCOLCE,-4.884059429168701
FGF10,ZFHX3,-5.175497770309448
FGF10,UBQLN2,-4.221477270126343
FGF10,GNS,-6.848888874053955
FGF10,TMEM214,-6.565989017486572
FGF10,XBP1,-4.994261741638184
FGF10,CBX8,-1.2868537306785583
FGF10,OGT,-2.4027397632598877
FGF10,SELENON,-1.8623587489128113
FGF10,COTL1,-1.7275376915931702
FGF10,SUPT5,-2.1953848600387573
FGF10,CMKLR1,-3.0654070377349854
FGF10,NAA10,-4.950732231140137
FGF10,SELENOM,-1.1680882275104523
FGF10,RAD23B,-6.257869243621826
FGF10,NMNAT2,-2.8129568099975586
FGF10,SH3GLB1,-2.1622104048728943
FGF10,HMGA1,-1.4287832975387573
FGF10,PECAM1,-2.719781994819641
FGF10,EPOP,-2.5411587953567505
FGF10,PCOLCE2,-3.009179711341858
FGF10,PDIA3,-3.165801763534546
FGF10,MAGED1,-2.818211555480957
FGF10,MFSD1,-3.3298534154891968
FGF10,ELL2,-2.131650686264038
FGF10,TGOLN1,0.5819642413407564
FGF10,AVG,-11.665075778961182
RAB2A,GATA4,-4.695245981216431
RAB2A,HDAC2,-6.683797359466553
RAB2A,HDAC3,-6.04376745223999
RAB2A,EIF2S2,-7.75207257270813
RAB2A,TXNDC5,-5.408293724060059
RAB2A,SEC24A,-6.900981426239014
RAB2A,TRP53,-6.140973806381226
RAB2A,ADGRA2,-5.7060019969940186
RAB2A,RAF1,-6.17069411277771
RAB2A,TMEM9B,-4.116049528121948
RAB2A,RAD21,-7.681621074676514
RAB2A,TIMP3,-4.036852836608887
RAB2A,FAM114A1,-3.132151484489441
RAB2A,PDGFRA,-3.902316093444824
RAB2A,GLI1,-5.6516029834747314
RAB2A,RFFL,-6.597485303878784
RAB2A,TMEM59,-5.666129112243652
RAB2A,GDPD5,-3.3551976680755615
RAB2A,RBPMS2,-6.022509336471558
RAB2A,SERPINH1,-4.030590534210205
RAB2A,FGF10,-5.834702014923096
RAB2A,RAB2A,-4.95634913444519
RAB2A,SEC11A,-4.84382438659668
RAB2A,OOEP,-6.391312599182129
RAB2A,GLIPR2,-4.4993743896484375
RAB2A,CHD7,-4.646766185760498
RAB2A,KAT5,-3.7478725910186768
RAB2A,GHR,-5.181686878204346
RAB2A,NACC1,-6.07771897315979
RAB2A,GOT1,-6.499245643615723
RAB2A,PXDN,-3.2613744735717773
RAB2A,RCC2,-6.627646446228027
RAB2A,APEX1,-6.579159498214722
RAB2A,NFYA,-5.857863664627075
RAB2A,MYDGF,-5.886021375656128
RAB2A,TDH,-4.871377468109131
RAB2A,JARID2,-6.141020059585571
RAB2A,ZIC3,-7.2194249629974365
RAB2A,SURF4,-6.203352451324463
RAB2A,DERL1,-6.044975757598877
RAB2A,RIF1,-5.253719329833984
RAB2A,NELFA,-5.033890962600708
RAB2A,DPF2,-5.410441875457764
RAB2A,THAP11,-5.049588203430176
RAB2A,GGA2,-4.260603427886963
RAB2A,TCF15,-6.229473829269409
RAB2A,GFPT2,-4.926944255828857
RAB2A,PDE4DIP,-5.438806772232056
RAB2A,CHST15,-5.177712440490723
RAB2A,UBTF,-7.375595808029175
RAB2A,CARHSP1,-5.8505847454071045
RAB2A,FBXW8,-6.50355863571167
RAB2A,GNAI3,-6.446310520172119
RAB2A,MRAS,-6.425299406051636
RAB2A,KLF5,-5.253569602966309
RAB2A,GABBR1,-5.399499177932739
RAB2A,KLF4,-4.789858818054199
RAB2A,SPARC,-5.573184251785278
RAB2A,EHMT2,-6.879971504211426
RAB2A,COPB1,-7.873964309692383
RAB2A,IER2,-5.307896614074707
RAB2A,GCNT2,-6.8792195320129395
RAB2A,PDIA6,-6.464501857757568
RAB2A,KCTD10,-6.452080011367798
RAB2A,CHD4,-5.690939903259277
RAB2A,APPBP2,-4.882440090179443
RAB2A,NRF1,-4.217190504074097
RAB2A,TMEM30A,-4.128286600112915
RAB2A,SNRPN,-4.671584606170654
RAB2A,AKT1,-6.324728012084961
RAB2A,DMAP1,-4.30649995803833
RAB2A,FKBP9,-3.939155340194702
RAB2A,FN1,-6.4254865646362305
RAB2A,COBL,-6.296071290969849
RAB2A,PCOLCE,-7.523808002471924
RAB2A,ZFHX3,-5.689046621322632
RAB2A,UBQLN2,-3.5626602172851562
RAB2A,GNS,-5.66476583480835
RAB2A,TMEM214,-7.029005527496338
RAB2A,XBP1,-6.461088418960571
RAB2A,CBX8,-6.010325193405151
RAB2A,OGT,-7.175524950027466
RAB2A,SELENON,-7.1168296337127686
RAB2A,COTL1,-6.284831285476685
RAB2A,SUPT5,-6.388411521911621
RAB2A,CMKLR1,-5.219204902648926
RAB2A,NAA10,-6.209509611129761
RAB2A,SELENOM,-6.723908424377441
RAB2A,RAD23B,-5.523773193359375
RAB2A,NMNAT2,-7.7045698165893555
RAB2A,SH3GLB1,-8.623237133026123
RAB2A,HMGA1,-7.946342706680298
RAB2A,PECAM1,-9.101733684539795
RAB2A,EPOP,-6.949487209320068
RAB2A,PCOLCE2,-6.081872463226318
RAB2A,PDIA3,-9.203153133392334
RAB2A,MAGED1,-8.728220462799072
RAB2A,MFSD1,-6.574010610580444
RAB2A,ELL2,-7.306329011917114
RAB2A,TGOLN1,-3.453903317451477
RAB2A,AVG,-10.919208526611328
SEC11A,GATA4,-6.267465591430664
SEC11A,HDAC2,-5.112666130065918
SEC11A,HDAC3,-4.97027850151062
SEC11A,EIF2S2,-5.816414833068848
SEC11A,TXNDC5,-4.238070487976074
SEC11A,SEC24A,-5.023952484130859
SEC11A,TRP53,-5.813785791397095
SEC11A,ADGRA2,-3.936721086502075
SEC11A,RAF1,-2.4200161695480347
SEC11A,TMEM9B,-5.400843381881714
SEC11A,RAD21,-3.1142501831054688
SEC11A,TIMP3,-2.850468397140503
SEC11A,FAM114A1,-5.659377574920654
SEC11A,PDGFRA,-5.308574914932251
SEC11A,GLI1,-6.013975143432617
SEC11A,RFFL,-5.202710151672363
SEC11A,TMEM59,-2.134224057197571
SEC11A,GDPD5,-5.355284214019775
SEC11A,RBPMS2,-5.397020101547241
SEC11A,SERPINH1,-6.45161509513855
SEC11A,FGF10,-4.255233287811279
SEC11A,RAB2A,-4.8053436279296875
SEC11A,SEC11A,-5.668891191482544
SEC11A,OOEP,-6.3519814014434814
SEC11A,GLIPR2,-4.7708868980407715
SEC11A,CHD7,-4.739993572235107
SEC11A,KAT5,-2.415789484977722
SEC11A,GHR,-4.25283408164978
SEC11A,NACC1,-3.827479600906372
SEC11A,GOT1,-4.317231178283691
SEC11A,PXDN,-3.9588232040405273
SEC11A,RCC2,-4.321203708648682
SEC11A,APEX1,-2.722395181655884
SEC11A,NFYA,-2.544499397277832
SEC11A,MYDGF,-6.165424585342407
SEC11A,TDH,-5.628445625305176
SEC11A,JARID2,-2.931396484375
SEC11A,ZIC3,-2.9839006662368774
SEC11A,SURF4,-6.485598564147949
SEC11A,DERL1,-6.476042032241821
SEC11A,RIF1,-2.7375088930130005
SEC11A,NELFA,-4.0491931438446045
SEC11A,DPF2,-3.804535388946533
SEC11A,THAP11,-3.695348024368286
SEC11A,GGA2,-4.56798529624939
SEC11A,TCF15,-5.689634323120117
SEC11A,GFPT2,-3.27361524105072
SEC11A,PDE4DIP,-1.8864148259162903
SEC11A,CHST15,-4.127020835876465
SEC11A,UBTF,-4.674852609634399
SEC11A,CARHSP1,-5.138962984085083
SEC11A,FBXW8,-4.881540775299072
SEC11A,GNAI3,-5.758444309234619
SEC11A,MRAS,-4.324288606643677
SEC11A,KLF5,-4.749775409698486
SEC11A,GABBR1,-2.132774233818054
SEC11A,KLF4,-2.758416533470154
SEC11A,SPARC,-5.211916446685791
SEC11A,EHMT2,-4.020851254463196
SEC11A,COPB1,-5.036055326461792
SEC11A,IER2,-2.1975077390670776
SEC11A,GCNT2,-4.627133846282959
SEC11A,PDIA6,-2.6013771295547485
SEC11A,KCTD10,-5.9736151695251465
SEC11A,CHD4,-1.7509652972221375
SEC11A,APPBP2,-3.3228596448898315
SEC11A,NRF1,-3.6078072786331177
SEC11A,TMEM30A,-3.1691131591796875
SEC11A,SNRPN,-4.183109760284424
SEC11A,AKT1,-2.0862542390823364
SEC11A,DMAP1,-3.0307031869888306
SEC11A,FKBP9,-4.382214546203613
SEC11A,FN1,-3.1893277168273926
SEC11A,COBL,-6.099491834640503
SEC11A,PCOLCE,-4.549386262893677
SEC11A,ZFHX3,-5.727954149246216
SEC11A,UBQLN2,-5.7612481117248535
SEC11A,GNS,-5.462557315826416
SEC11A,TMEM214,-8.186917066574097
SEC11A,XBP1,-8.727968215942383
SEC11A,CBX8,-8.11962890625
SEC11A,OGT,-8.564456939697266
SEC11A,SELENON,-10.221132755279541
SEC11A,COTL1,-6.783022403717041
SEC11A,SUPT5,-7.305240154266357
SEC11A,CMKLR1,-9.197609424591064
SEC11A,NAA10,-5.8692193031311035
SEC11A,SELENOM,-7.808063745498657
SEC11A,RAD23B,-8.09331750869751
SEC11A,NMNAT2,-8.572543144226074
SEC11A,SH3GLB1,-7.37809944152832
SEC11A,HMGA1,-8.194150447845459
SEC11A,PECAM1,-6.703820466995239
SEC11A,EPOP,-9.097616195678711
SEC11A,PCOLCE2,-7.701216697692871
SEC11A,PDIA3,-7.511161804199219
SEC11A,MAGED1,-8.131770372390747
SEC11A,MFSD1,-10.974939346313477
SEC11A,ELL2,-8.146793127059937
SEC11A,TGOLN1,-8.112609624862671
SEC11A,AVG,-11.217793941497803
OOEP,GATA4,-3.8136943578720093
OOEP,HDAC2,-2.793581485748291
OOEP,HDAC3,-4.25134015083313
OOEP,EIF2S2,-6.104097366333008
OOEP,TXNDC5,-1.7102311253547668
OOEP,SEC24A,-3.7441823482513428
OOEP,TRP53,-1.993179440498352
OOEP,ADGRA2,-4.069053649902344
OOEP,RAF1,-1.867917239665985
OOEP,TMEM9B,-0.9872690141201019
OOEP,RAD21,-5.5807671546936035
OOEP,TIMP3,-5.7969582080841064
OOEP,FAM114A1,-4.489555597305298
OOEP,PDGFRA,-5.156454086303711
OOEP,GLI1,-2.6755422353744507
OOEP,RFFL,-3.0605101585388184
OOEP,TMEM59,-2.860900402069092
OOEP,GDPD5,-2.8808101415634155
OOEP,RBPMS2,-3.9591723680496216
OOEP,SERPINH1,-4.234831094741821
OOEP,FGF10,-3.4255694150924683
OOEP,RAB2A,-3.1500093936920166
OOEP,SEC11A,-2.611821174621582
OOEP,OOEP,-7.893632173538208
OOEP,GLIPR2,-4.483956336975098
OOEP,CHD7,-2.7569847106933594
OOEP,KAT5,-1.5191731452941895
OOEP,GHR,-2.194730281829834
OOEP,NACC1,-4.357501029968262
OOEP,GOT1,-4.088854789733887
OOEP,PXDN,-4.565363645553589
OOEP,RCC2,-6.157962322235107
OOEP,APEX1,-3.0805740356445312
OOEP,NFYA,-3.1205726861953735
OOEP,MYDGF,-3.3562151193618774
OOEP,TDH,-0.9342510998249054
OOEP,JARID2,-3.0971014499664307
OOEP,ZIC3,-4.639073610305786
OOEP,SURF4,-5.147800445556641
OOEP,DERL1,-4.2895612716674805
OOEP,RIF1,-0.6953007280826569
OOEP,NELFA,-5.980063199996948
OOEP,DPF2,-1.5861850380897522
OOEP,THAP11,-1.557421624660492
OOEP,GGA2,-3.8223555088043213
OOEP,TCF15,-4.071403741836548
OOEP,GFPT2,-0.8310032784938812
OOEP,PDE4DIP,-5.45339560508728
OOEP,CHST15,-4.610649108886719
OOEP,UBTF,-5.283686399459839
OOEP,CARHSP1,-2.2987873554229736
OOEP,FBXW8,-3.153808116912842
OOEP,GNAI3,-3.693300247192383
OOEP,MRAS,-2.91752290725708
OOEP,KLF5,-2.1526113748550415
OOEP,GABBR1,0.4575529247522354
OOEP,KLF4,-3.913987159729004
OOEP,SPARC,-5.692063808441162
OOEP,EHMT2,-0.8242690861225128
OOEP,COPB1,-1.4470775127410889
OOEP,IER2,-0.37618836760520935
OOEP,GCNT2,-1.473732054233551
OOEP,PDIA6,-3.3230775594711304
OOEP,KCTD10,-2.451383352279663
OOEP,CHD4,-3.7499656677246094
OOEP,APPBP2,-4.309374094009399
OOEP,NRF1,-3.335995674133301
OOEP,TMEM30A,-2.723594307899475
OOEP,SNRPN,-4.072614431381226
OOEP,AKT1,-3.1600465774536133
OOEP,DMAP1,-4.227609395980835
OOEP,FKBP9,-3.2849130630493164
OOEP,FN1,-2.7966902256011963
OOEP,COBL,-3.860342502593994
OOEP,PCOLCE,-4.7683775424957275
OOEP,ZFHX3,-4.436607837677002
OOEP,UBQLN2,-4.009613633155823
OOEP,GNS,-1.4113330841064453
OOEP,TMEM214,-0.928810715675354
OOEP,XBP1,-1.9933347702026367
OOEP,CBX8,-1.3320099115371704
OOEP,OGT,0.7391192317008972
OOEP,SELENON,-1.9741711020469666
OOEP,COTL1,-1.958849310874939
OOEP,SUPT5,-0.6084277778863907
OOEP,CMKLR1,-2.452109217643738
OOEP,NAA10,-1.1492844223976135
OOEP,SELENOM,-0.14337986521422863
OOEP,RAD23B,0.7115974128246307
OOEP,NMNAT2,-1.283924162387848
OOEP,SH3GLB1,0.058241408318281174
OOEP,HMGA1,-0.5587094575166702
OOEP,PECAM1,0.13198495656251907
OOEP,EPOP,-1.125279575586319
OOEP,PCOLCE2,-0.4098900705575943
OOEP,PDIA3,-0.8760611414909363
OOEP,MAGED1,-0.02253018319606781
OOEP,MFSD1,0.10868586786091328
OOEP,ELL2,-1.0865290760993958
OOEP,TGOLN1,-2.4401867389678955
OOEP,AVG,-5.196717262268066
GLIPR2,GATA4,-6.736145257949829
GLIPR2,HDAC2,-6.415077209472656
GLIPR2,HDAC3,-4.17616605758667
GLIPR2,EIF2S2,-7.3309502601623535
GLIPR2,TXNDC5,-6.924788475036621
GLIPR2,SEC24A,-6.557772636413574
GLIPR2,TRP53,-5.830022811889648
GLIPR2,ADGRA2,-6.635892629623413
GLIPR2,RAF1,-3.5291435718536377
GLIPR2,TMEM9B,-4.064357757568359
GLIPR2,RAD21,-7.367252349853516
GLIPR2,TIMP3,-6.658432722091675
GLIPR2,FAM114A1,-3.6124513149261475
GLIPR2,PDGFRA,-7.086834669113159
GLIPR2,GLI1,-7.8555662631988525
GLIPR2,RFFL,-5.0263824462890625
GLIPR2,TMEM59,-4.808705568313599
GLIPR2,GDPD5,-5.957115650177002
GLIPR2,RBPMS2,-5.891611576080322
GLIPR2,SERPINH1,-5.6887078285217285
GLIPR2,FGF10,-5.47531533241272
GLIPR2,RAB2A,-5.568783760070801
GLIPR2,SEC11A,-5.702606678009033
GLIPR2,OOEP,-6.548862934112549
GLIPR2,GLIPR2,-5.230446100234985
GLIPR2,CHD7,-5.7803425788879395
GLIPR2,KAT5,-4.347612380981445
GLIPR2,GHR,-5.761078834533691
GLIPR2,NACC1,-4.5207085609436035
GLIPR2,GOT1,-6.3764753341674805
GLIPR2,PXDN,-4.268921136856079
GLIPR2,RCC2,-5.169936180114746
GLIPR2,APEX1,-6.563597679138184
GLIPR2,NFYA,-5.194338798522949
GLIPR2,MYDGF,-7.728253126144409
GLIPR2,TDH,-6.289342880249023
GLIPR2,JARID2,-6.017068386077881
GLIPR2,ZIC3,-5.934738874435425
GLIPR2,SURF4,-5.051600933074951
GLIPR2,DERL1,-4.686095714569092
GLIPR2,RIF1,-8.17475175857544
GLIPR2,NELFA,-7.735795736312866
GLIPR2,DPF2,-6.457688808441162
GLIPR2,THAP11,-6.7015111446380615
GLIPR2,GGA2,-7.134467601776123
GLIPR2,TCF15,-6.436231851577759
GLIPR2,GFPT2,-5.742359638214111
GLIPR2,PDE4DIP,-4.437197685241699
GLIPR2,CHST15,-3.8732006549835205
GLIPR2,UBTF,-5.914497137069702
GLIPR2,CARHSP1,-7.148218154907227
GLIPR2,FBXW8,-7.040379285812378
GLIPR2,GNAI3,-6.218808174133301
GLIPR2,MRAS,-5.740510940551758
GLIPR2,KLF5,-6.185399532318115
GLIPR2,GABBR1,-6.6947479248046875
GLIPR2,KLF4,-7.533735275268555
GLIPR2,SPARC,-7.161489725112915
GLIPR2,EHMT2,-6.036715507507324
GLIPR2,COPB1,-6.354639768600464
GLIPR2,IER2,-5.073592662811279
GLIPR2,GCNT2,-5.999372959136963
GLIPR2,PDIA6,-7.8755409717559814
GLIPR2,KCTD10,-5.365679979324341
GLIPR2,CHD4,-4.8867552280426025
GLIPR2,APPBP2,-4.625317573547363
GLIPR2,NRF1,-5.133103132247925
GLIPR2,TMEM30A,-6.699580430984497
GLIPR2,SNRPN,-4.056449890136719
GLIPR2,AKT1,-6.415000677108765
GLIPR2,DMAP1,-6.565934181213379
GLIPR2,FKBP9,-7.013867378234863
GLIPR2,FN1,-4.270180702209473
GLIPR2,COBL,-6.920642614364624
GLIPR2,PCOLCE,-5.146182537078857
GLIPR2,ZFHX3,-6.963537216186523
GLIPR2,UBQLN2,-9.575400829315186
GLIPR2,GNS,-8.005828380584717
GLIPR2,TMEM214,-8.30286717414856
GLIPR2,XBP1,-8.557899951934814
GLIPR2,CBX8,-5.049588680267334
GLIPR2,OGT,-9.075616359710693
GLIPR2,SELENON,-5.424397230148315
GLIPR2,COTL1,-7.916463613510132
GLIPR2,SUPT5,-7.452842712402344
GLIPR2,CMKLR1,-8.32553768157959
GLIPR2,NAA10,-8.160261392593384
GLIPR2,SELENOM,-6.759536266326904
GLIPR2,RAD23B,-8.650681018829346
GLIPR2,NMNAT2,-8.437479496002197
GLIPR2,SH3GLB1,-7.67216944694519
GLIPR2,HMGA1,-6.4433698654174805
GLIPR2,PECAM1,-9.64048433303833
GLIPR2,EPOP,-6.71200704574585
GLIPR2,PCOLCE2,-6.400757312774658
GLIPR2,PDIA3,-10.13026762008667
GLIPR2,MAGED1,-9.903117656707764
GLIPR2,MFSD1,-7.6822028160095215
GLIPR2,ELL2,-8.226805210113525
GLIPR2,TGOLN1,-6.637478351593018
GLIPR2,AVG,-16.977473258972168
CHD7,GATA4,-4.723795413970947
CHD7,HDAC2,-5.490616321563721
CHD7,HDAC3,-2.382570266723633
CHD7,EIF2S2,-4.219741344451904
CHD7,TXNDC5,-5.642552852630615
CHD7,SEC24A,-4.43227481842041
CHD7,TRP53,-5.670740842819214
CHD7,ADGRA2,-5.204543828964233
CHD7,RAF1,-5.334514856338501
CHD7,TMEM9B,-2.853085160255432
CHD7,RAD21,-3.715490460395813
CHD7,TIMP3,-2.6414597034454346
CHD7,FAM114A1,-2.2856385707855225
