,PseudoTime1,PseudoTime2,PseudoTime3,PseudoTime4
E582_615,,,,0.76942
E730_652,,0.81579,,
E1324_592,,,,0.7406
E781_39,,0.047619999999999996,,
E587_589,,0.7368399999999999,,
E777_414,,0.51754,,
E790_43,,,0.052629999999999996,
E1078_173,,,,0.21554
E1674_135,,,0.16792,
E495_136,,0.16917000000000001,,
E824_659,,0.8245600000000001,,
E205_119,,0.14787,,
E969_385,,,0.4812,
E1327_26,0.031330000000000004,,,
E1171_485,,0.60652,,
E1_5,,0.0050100000000000006,,
E1853_495,,,0.61905,
E1541_347,,0.43358,,
E1244_52,,,0.06391000000000001,
E1200_354,,,0.44236000000000003,
E622_116,,,0.14411,
E1960_681,0.8521299999999999,,,
E1466_300,,0.37469,,
E1945_14,,,0.01629,
E138_628,,,0.78571,
E1212_790,,0.98872,,
E1059_559,0.69925,,,
E1952_260,,0.32456,,
E1451_228,,,0.28446,
E1021_350,,,,0.43733999999999995
E493_564,0.7055100000000001,,,
E508_17,0.02005,,,
E1895_632,,,,0.79073
E1648_152,,0.18922,,
E196_264,,,,0.32957
E1756_480,0.60025,,,
E1551_286,,0.35714,,
E99_31,,0.03759,,
E229_329,,0.41103,,
E813_321,,,,0.401
E1751_358,,,,0.44737
E53_136,0.16917000000000001,,,
E522_103,,0.12782000000000002,,
E375_205,,0.25564000000000003,,
E1769_388,,0.48496000000000006,,
E1561_127,,,0.15789,
E1848_228,,,,0.28446
E878_552,,0.69048,,
E163_360,,,,0.44987
E406_677,,0.8471200000000001,,
E45_430,,,0.53759,
E377_397,,,0.49623999999999996,
E436_658,,0.82331,,
E1574_545,,0.6817,,
E1854_508,0.63534,,,
E1522_755,,,0.94486,
E852_356,,0.44486000000000003,,
E184_249,,0.31078,,
E1621_625,,0.78195,,
E74_67,,,0.08271,
E197_289,,0.3609,,
E146_158,,0.19674,,
E539_509,,0.63659,,
E1295_492,,0.61529,,
E1630_652,,,,0.81579
E482_444,,0.55514,,
E1067_542,,0.67794,,
E1146_732,,0.91604,,
E1031_411,,0.51378,,
E424_392,0.48996999999999996,,,
E1184_538,,0.67293,,
E639_392,,0.48996999999999996,,
E1445_245,,,0.30576,
E316_341,,,0.42607,
E1549_321,,0.401,,
E81_84,,0.10400999999999999,,
E142_777,,,,0.9724299999999999
E821_128,,,0.15915,
E222_467,,,0.58396,
E994_82,,0.1015,,
E135_722,,0.90351,,
E1384_242,,,0.30201,
E1843_444,,,0.55514,
E680_451,,,0.56391,
E1859_209,,,,0.26065
E1215_126,,0.15664,,
E1702_351,,,0.4386,
E1267_664,,0.83083,,
E1051_170,,,0.21178000000000002,
E1436_628,,0.78571,,
E1832_97,,,,0.1203
E42_295,,0.36841999999999997,,
E1695_429,,,,0.5363399999999999
E228_548,0.6854600000000001,,,
E1839_495,,,0.61905,
E1072_92,,,0.11404,
E1477_264,,,0.32957,
E378_21,,0.02506,,
E1100_541,,,0.67669,
E526_228,,,0.28446,
E520_155,,0.19297999999999998,,
E951_214,0.26692,,,
E603_518,,,0.64787,
E950_491,,,0.6140399999999999,
E1069_519,,0.64912,,
E772_636,,,0.79574,
E655_736,,0.92105,,
E1336_10,,,0.01128,
E499_94,,,0.11654,
E737_564,,0.7055100000000001,,
E1814_618,,,0.77318,
E572_379,,,0.47368000000000005,
E329_633,,,0.79198,
E586_574,,,0.71805,
E887_744,0.9310799999999999,,,
E1844_777,0.9724299999999999,,,
E251_797,,0.99749,,
E918_725,0.90727,,,
E129_632,,0.79073,,
E1999_696,0.87093,,,
E230_309,,,0.38595999999999997,
E867_71,0.08772,,,
E475_287,,0.3584,,
E1753_487,,0.60902,,
E1240_744,0.9310799999999999,,,
E1296_770,,0.9636600000000001,,
E991_463,,,0.57895,
E1305_381,,0.47618999999999995,,
E1998_237,,,0.29574,
E1281_41,,0.05013,,
E359_639,,,0.7995,
E962_373,,,0.46617,
E433_713,,,0.89223,
E1160_580,,,,0.72556
E62_48,0.0589,,,
E496_278,,,0.34712,
E922_135,,,0.16792,
E1816_680,,,,0.85088
E1709_158,,0.19674,,
E1928_411,0.51378,,,
E1713_210,,,0.2619,
E1019_279,,,0.34836999999999996,
E212_172,,0.21429,,
E109_417,,0.5213,,
E324_286,,0.35714,,
E84_240,0.2995,,,
E1003_621,,0.77694,,
E1627_209,,,,0.26065
E1249_334,,0.41728999999999994,,
E1726_755,0.94486,,,
E839_634,0.79323,,,
E456_31,,,0.03759,
E1486_627,,0.78446,,
E1452_421,,,0.52632,
E1423_35,,,0.04261,
E1616_360,,0.44987,,
E155_26,,,0.031330000000000004,
E968_12,,0.01378,,
E1194_759,,0.9498700000000001,,
E1434_219,,0.27318000000000003,,
E1465_237,,,,0.29574
E1338_85,,0.10525999999999999,,
E1456_262,,0.32706999999999997,,
E391_19,,0.02256,,
E970_704,,,0.88095,
E191_96,,0.11905,,
E1863_629,,0.78697,,
E1568_485,,,0.60652,
E414_540,,0.6754399999999999,,
E1658_127,0.15789,,,
E24_336,,0.4198,,
E1414_476,,,0.59524,
E33_230,,0.28697,,
E387_539,,0.67419,,
E1943_118,,,0.14662,
E185_628,,0.78571,,
E808_77,,,0.09523999999999999,
E2_280,0.34962,,,
E536_474,,,0.59273,
E476_374,0.46742,,,
E1475_599,,0.74937,,
E1699_380,,,,0.47494
E95_676,,,0.8458600000000001,
E1245_580,,0.72556,,
E977_657,,,0.82206,
E1927_797,,0.99749,,
E1682_534,,,0.66792,
E1073_715,,0.89474,,
E570_88,,,,0.10902
E1425_733,0.9172899999999999,,,
E1644_756,,,0.9461200000000001,
E32_556,,0.6954899999999999,,
E209_703,0.8797,,,
E291_27,,,0.03258,
E1770_723,,,,0.90476
E60_141,,,,0.17544
E945_530,,0.66291,,
E1954_746,,,0.93358,
E1065_406,0.50752,,,
E830_777,,0.9724299999999999,,
E810_63,,,0.07769,
E975_341,,,0.42607,
E54_232,,0.28947,,
E315_480,,0.60025,,
E1042_664,,,,0.83083
E306_219,,0.27318000000000003,,
E1229_278,,0.34712,,
E1446_606,,0.75815,,
E1457_664,,0.83083,,
E1043_566,,,0.70802,
E1392_184,,,0.22931999999999997,
E708_530,,0.66291,,
E1214_248,,0.30951999999999996,,
E1236_745,,0.9323299999999999,,
E1774_495,0.61905,,,
E325_736,,0.92105,,
E807_667,,0.8345899999999999,,
E1321_546,0.68296,,,
E605_115,,0.14286,,
E537_333,,0.41603999999999997,,
E543_34,,0.04135,,
E1875_104,,0.12907000000000002,,
E1797_732,0.91604,,,
E369_191,,0.2381,,
E1589_203,,,0.25313,
E1783_115,,,0.14286,
E1778_175,,0.21805,,
E1749_87,,0.10777,,
E985_119,,,0.14787,
E973_61,,0.07518999999999999,,
E422_543,,,,0.6792
E385_556,,,0.6954899999999999,
E1038_419,,,0.52381,
E1176_539,,0.67419,,
E816_95,,,,0.11779
E914_660,0.82581,,,
E1819_204,0.25439,,,
E1970_714,,0.8934799999999999,,
E1283_440,,,0.55013,
E1715_726,0.9085200000000001,,,
E1234_449,,,0.5614,
E259_691,,0.86466,,
E388_201,,,,0.25063
E464_373,,,,0.46617
E1383_619,,0.77444,,
E1274_46,,,,0.056389999999999996
E1246_353,0.4411,,,
E1834_613,,,0.7669199999999999,
E174_521,,,0.65163,
E1156_620,,,,0.77569
E1282_99,,0.12280999999999999,,
E1310_21,,,,0.02506
E1965_23,,,0.027569999999999997,
E427_315,,,0.39348,
E1106_233,,0.29073000000000004,,
E1499_534,,,0.66792,
E588_332,,,,0.41478999999999994
E1501_643,,,0.8045100000000001,
E1543_79,,,0.09774,
E1076_606,,,0.75815,
E277_717,,,0.8972399999999999,
E1787_367,0.45865,,,
E544_739,,0.92481,,
E1063_432,,,0.5401,
E1402_469,,,,0.5864699999999999
E1122_399,,0.49875,,
E1691_105,,,0.13033,
E271_266,,,0.33208000000000004,
E435_580,,,0.72556,
E611_322,,0.40226,,
E162_576,,0.72055,,
E342_627,,0.78446,,
E89_344,,,,0.42982
E704_704,,,,0.88095
E910_590,,,0.7381,
E1131_24,,,,0.02882
E330_569,,,0.71178,
E440_138,,0.17168,,
E1662_560,,0.7005,,
E858_712,,0.8909799999999999,,
E1689_452,,0.56516,,
E302_91,0.11277999999999999,,,
E1153_164,,,,0.20426
E1191_718,,0.8985,,
E1241_671,,,0.8396,
E1512_702,,0.87845,,
E964_719,,,0.89975,
E1754_635,,0.7944899999999999,,
E651_719,,,0.89975,
E1412_555,,,0.69424,
E1708_559,,,,0.69925
E1725_296,,,0.36967,
E1931_708,,,0.8859600000000001,
E1552_104,,,0.12907000000000002,
E667_683,,0.85464,,
E408_605,,,0.75689,
E671_635,,,0.7944899999999999,
E217_518,,0.64787,,
E1162_310,,0.38722,,
E653_429,,,0.5363399999999999,
E1916_350,,,0.43733999999999995,
E1668_431,,0.53885,,
E792_470,,0.58772,,
E1539_175,,0.21805,,
E1155_750,0.9386,,,
E384_487,,,0.60902,
E25_83,0.10275999999999999,,,
E1758_424,,0.53008,,
E234_522,,0.65288,,
E249_82,,0.1015,,
E627_547,,,,0.68421
E483_758,,0.94862,,
E1223_757,,0.94737,,
E488_313,,,0.39098,
E183_203,,,0.25313,
E1371_657,,,0.82206,
E761_463,,0.57895,,
E1531_532,0.6654100000000001,,,
E28_662,,0.8283200000000001,,
E937_101,0.12531,,,
E1415_718,,0.8985,,
E1566_117,,,0.14536,
E1382_486,,0.60777,,
E1026_113,0.14035,,,
E746_3,,0.00251,,
E439_146,,0.1817,,
E452_685,,,,0.85714
E1333_621,0.77694,,,
E188_639,,,,0.7995
E1914_776,0.9711799999999999,,,
E1170_563,0.70426,,,
E1037_457,,0.57143,,
E519_713,,0.89223,,
E334_85,,0.10525999999999999,,
E44_510,,,0.63784,
E1776_471,,0.58897,,
E0_133,,0.16541,,
E376_473,,0.59148,,
E727_146,0.1817,,,
E156_478,,,,0.5977399999999999
E1161_1,0.0,,,
E686_686,,0.8584,,
E674_293,,0.36591,,
E103_300,,,0.37469,
E434_234,,0.29198,,
E754_19,,0.02256,,
E1044_194,,0.24185,,
E789_101,,0.12531,,
E1696_346,,,0.43233,
E1591_763,0.95489,,,
E764_399,,,0.49875,
E1355_384,,0.47995,,
E981_243,,0.30326,,
E1133_497,,,0.62155,
E1405_194,,0.24185,,
E1869_603,,,0.75439,
E1419_674,,0.84336,,
E1365_753,,,0.9423600000000001,
E557_268,,,0.33459,
E1870_364,,,0.45488999999999996,
E1650_608,,0.76065,,
E724_669,,,0.83709,
E1684_263,,,0.32832,
E379_638,,,,0.79825
E527_659,,0.8245600000000001,,
E980_418,,,0.52256,
E1400_658,,,0.82331,
E260_8,,,,0.00877
E1791_62,,,0.07644,
E1781_414,,,0.51754,
E1086_769,,,0.96241,
E1064_376,,0.46992,,
E1635_736,,,0.92105,
E267_604,,,,0.75564
E177_91,0.11277999999999999,,,
E1480_321,,,0.401,
E834_315,,,0.39348,
E1690_676,,0.8458600000000001,,
E286_115,,,0.14286,
E584_651,,0.8145399999999999,,
E551_786,,0.9837100000000001,,
E1000_593,,0.74185,,
E1810_283,,,0.35338,
E831_673,,0.84211,,
E1124_191,,,,0.2381
E1817_588,,,0.73559,
E734_308,,,0.38471,
E19_426,,0.53258,,
E413_529,,0.66165,,
E953_162,,0.20175,,
E1242_194,,,0.24185,
E1331_230,,,,0.28697
E304_204,,0.25439,,
E1294_396,,0.49499,,
E1027_338,,,,0.42231
E240_620,0.77569,,,
E1048_162,0.20175,,,
E182_150,,0.18672,,
E679_582,,,,0.72807
E301_629,,,0.78697,
E720_774,,,0.96867,
E1123_15,,,0.01754,
E798_511,0.6391,,,
E417_446,,0.5576399999999999,,
E1963_475,,0.5939800000000001,,
E1930_44,,,0.05388,
E665_358,,,0.44737,
E244_183,,0.22807,,
E1099_20,,0.023809999999999998,,
E693_157,0.19549,,,
E1880_74,,0.09147999999999999,,
E1119_590,,0.7381,,
E1701_25,,0.030080000000000003,,
E768_172,,0.21429,,
E1359_96,,,,0.11905
E1949_583,,,0.72932,
E218_436,,0.54511,,
E782_275,,0.34336,,
E869_310,,,0.38722,
E952_716,,,0.89599,
E829_412,,0.5150399999999999,,
E1540_37,,,0.045110000000000004,
E307_399,,0.49875,,
E785_51,,0.06266000000000001,,
E1717_248,,,0.30951999999999996,
E1636_63,,,,0.07769
E705_722,0.90351,,,
E1326_200,,,0.24936999999999998,
E825_636,,,0.79574,
E1526_560,,,0.7005,
E1595_716,,,0.89599,
E310_454,0.56767,,,
E485_586,,0.7330800000000001,,
E823_8,,,0.00877,
E353_438,,,0.54762,
E1992_479,,,,0.599
E984_778,,0.9736799999999999,,
E465_126,,,0.15664,
E386_495,,,0.61905,
E242_225,0.2807,,,
E1766_407,,,0.50877,
E1935_204,,,,0.25439
E404_372,,0.46491000000000005,,
E917_80,,0.099,,
E287_697,,,0.87218,
E1570_24,,0.02882,,
E650_705,,0.88221,,
E569_796,0.99624,,,
E1804_371,,,,0.46366
E1369_569,,0.71178,,
E883_246,,,0.30701999999999996,
E882_139,0.17293,,,
E366_791,0.9899700000000001,,,
E61_718,,0.8985,,
E1016_177,,,0.22055,
E1614_558,0.69799,,,
E662_437,,0.54637,,
E1483_81,,0.10025,,
E1164_561,,0.70175,,
E1126_602,,0.75313,,
E470_321,,0.401,,
E1669_447,,,,0.5589
E1217_292,,0.36466,,
E1366_120,,,0.14912,
E80_131,,0.16291,,
E266_739,,,0.92481,
E1799_91,,,0.11277999999999999,
E860_520,,,0.6503800000000001,
E1805_691,,0.86466,,
E1986_382,,0.47744,,
E616_267,,0.33333,,
E538_261,,,0.32581,
E1468_330,,,0.41228000000000004,
E966_215,,0.26816999999999996,,
E1890_222,,,0.27694,
E284_421,,,0.52632,
E389_525,,0.65664,,
E1912_234,,0.29198,,
E602_627,,,,0.78446
E938_748,,,0.93609,
E1385_652,0.81579,,,
E137_165,,0.20551,,
E1227_618,,0.77318,,
E1074_316,,,,0.39474000000000004
E1678_554,,,0.69298,
E1103_413,,,0.5162899999999999,
E381_370,,0.46241000000000004,,
E1765_334,,,0.41728999999999994,
E1734_35,,0.04261,,
E447_567,,,0.70927,
E844_479,,,0.599,
E1389_422,,,0.52757,
E1437_122,,,0.15163,
E355_488,,0.61028,,
E1605_607,0.7594,,,
E3_230,,0.28697,,
E254_32,,,,0.03885
E257_435,,,,0.54386
E1203_660,,,0.82581,
E1900_3,,,0.00251,
E512_744,,0.9310799999999999,,
E1278_670,,,0.83835,
E817_162,,,0.20175,
E1815_389,,,0.48622,
E418_612,,0.76566,,
E1873_366,,0.45738999999999996,,
E171_236,,0.29449000000000003,,
E646_204,,0.25439,,
E1272_667,,,0.8345899999999999,
E919_211,,0.26316,,
E698_76,,0.09398,,
E1112_6,0.00627,,,
E429_402,0.50251,,,
E820_777,0.9724299999999999,,,
E1565_579,,0.72431,,
E1335_306,,,0.38221,
E1147_28,,,,0.03383
E1447_149,,,0.18545999999999999,
E1640_232,,0.28947,,
E349_718,,,,0.8985
E1017_334,0.41728999999999994,,,
E255_546,,,0.68296,
E1686_417,,0.5213,,
E521_729,,0.91228,,
E958_36,0.04386,,,
E484_203,,0.25313,,
E725_54,,0.06642,,
E21_72,,,,0.08897000000000001
E535_464,,0.5802,,
E396_81,,0.10025,,
E663_204,,,0.25439,
E1681_252,,0.31454,,
E547_542,,,0.67794,
E1592_646,,,,0.8082699999999999
E876_492,,0.61529,,
E1186_140,,,0.17419,
E742_379,,0.47368000000000005,,
E1858_252,,0.31454,,
E1651_97,0.1203,,,
E141_353,,0.4411,,
E1005_81,,,,0.10025
E1508_459,0.57393,,,
E347_187,,0.23308,,
E565_791,,0.9899700000000001,,
E1830_146,,,0.1817,
E1329_740,0.9260700000000001,,,
E65_756,,,0.9461200000000001,
E1269_682,,0.8533799999999999,,
E64_698,,,0.8734299999999999,
E748_206,,,0.25689,
E1824_697,,0.87218,,
E755_224,,,0.27945,
E1657_765,,0.95739,,
E1759_501,,0.62657,,
E502_711,,0.8897200000000001,,
E29_403,,,0.50376,
E930_378,,,,0.47243
E1742_146,,,0.1817,
E340_306,,0.38221,,
E77_639,,,0.7995,
E1328_667,,,0.8345899999999999,
E82_491,0.6140399999999999,,,
E1211_465,,,0.58145,
E1010_224,,0.27945,,
E1792_564,,0.7055100000000001,,
E955_76,,,0.09398,
E1177_354,,,0.44236000000000003,
E959_383,,,0.4787,
E1225_606,,0.75815,,
E1380_405,,0.50627,,
E809_603,,,0.75439,
E507_49,,0.06015,,
E1330_256,,,,0.31955
E1731_593,0.74185,,,
E1993_524,0.6553899999999999,,,
E1444_114,,,,0.1416
E1852_347,,,0.43358,
E1429_187,0.23308,,,
E1060_508,,,,0.63534
E1676_208,,,0.2594,
E559_71,,,0.08772,
E26_320,,,,0.39975
E579_442,,0.5526300000000001,,
E68_354,,0.44236000000000003,,
E1476_780,0.97619,,,
E1723_383,,0.4787,,
E1142_133,,,0.16541,
E1218_316,,0.39474000000000004,,
E1334_491,,0.6140399999999999,,
E912_348,,,0.43483999999999995,
E1795_424,,0.53008,,
E1612_427,,,,0.53383
E908_41,,,0.05013,
E1653_406,,,0.50752,
E749_583,,0.72932,,
E149_479,0.599,,,
E722_633,,0.79198,,
E837_650,,0.81328,,
E1913_273,,0.34085,,
E634_717,,,0.8972399999999999,
E263_98,,0.12155,,
E466_194,,0.24185,,
E1482_754,,0.9436100000000001,,
E51_584,,0.73058,,
E1509_301,,,0.37594,
E767_528,0.6604,,,
E104_128,,0.15915,,
E1034_714,,0.8934799999999999,,
E1950_136,,,0.16917000000000001,
E410_191,,0.2381,,
E1144_525,,,0.65664,
E227_388,,0.48496000000000006,,
E669_419,,,,0.52381
E108_115,,0.14286,,
E1180_561,,,,0.70175
E1500_11,,,0.01253,
E525_275,,0.34336,,
E1534_732,0.91604,,,
E532_490,0.61278,,,
E1378_99,,0.12280999999999999,,
E132_331,,,0.41353,
E166_563,,,0.70426,
E631_165,,,0.20551,
E1261_427,,,0.53383,
E443_262,,,0.32706999999999997,
E472_754,,0.9436100000000001,,
E448_769,,0.96241,,
E1052_105,,,,0.13033
E503_30,,0.03634,,
E438_130,,,,0.16165
E298_105,0.13033,,,
E1755_15,,,,0.01754
E1435_764,,,0.95614,
E238_682,0.8533799999999999,,,
E1157_317,,,0.39599,
E1798_34,,,0.04135,
E1823_636,,,0.79574,
E769_553,,,0.6917300000000001,
E1972_687,,0.85965,,
E136_3,,,0.00251,
E1974_234,,0.29198,,
E221_602,,0.75313,,
E1874_630,,0.78822,,
E1464_3,,,,0.00251
E1068_669,,0.83709,,
E1623_250,0.31203000000000003,,,
E467_782,,,,0.9787
E1196_513,,,,0.6416
E1683_109,,0.13534000000000002,,
E1876_15,,0.01754,,
E1332_188,0.23434000000000002,,,
E923_241,,0.30075,,
E1391_620,,0.77569,,
E204_754,0.9436100000000001,,,
E779_715,,,0.89474,
E1205_16,,0.0188,,
E1362_641,,,0.80201,
E534_75,0.09272999999999999,,,
E1372_728,,0.9110299999999999,,
E744_341,,0.42607,,
E12_239,,0.29825,,
E946_67,,,0.08271,
E416_127,,0.15789,,
E1317_369,,,,0.46115
E1762_573,,0.7167899999999999,,
E558_771,0.96491,,,
E615_23,,,0.027569999999999997,
E1716_507,,,,0.6340899999999999
E1529_792,,0.9912299999999999,,
E15_785,,,0.98246,
E1443_561,,,,0.70175
E1345_725,,,0.90727,
E564_655,,,0.81955,
E1980_112,,,0.1391,
E902_8,,0.00877,,
E811_190,,0.23684000000000002,,
E861_298,,0.37218,,
E486_30,,0.03634,,
E382_487,,0.60902,,
E1094_419,,,0.52381,
E690_761,,0.9523799999999999,,
E709_200,,0.24936999999999998,,
E351_650,,0.81328,,
E989_469,,,,0.5864699999999999
E1050_224,,,0.27945,
E875_237,,0.29574,,
E1347_549,,,,0.68672
E357_86,,,,0.10652
E1110_206,,,,0.25689
E1011_785,,,0.98246,
E246_394,,0.49248000000000003,,
E1202_153,,,0.19047999999999998,
E515_495,0.61905,,,
E1982_101,,,0.12531,
E1139_324,,,,0.40476
E712_104,,,0.12907000000000002,
E714_604,,0.75564,,
E1057_376,,0.46992,,
E1117_158,0.19674,,,
E341_257,0.3208,,,
E874_446,,0.5576399999999999,,
E395_667,,,0.8345899999999999,
E272_450,,,0.56266,
E803_36,,,0.04386,
E1304_44,,0.05388,,
E293_723,,,,0.90476
E1055_615,,,,0.76942
E1181_387,0.48371000000000003,,,
E1740_202,,,0.25188,
E899_596,,,,0.74561
E629_16,,,,0.0188
E1108_763,,0.95489,,
E500_721,,,0.9022600000000001,
E297_659,,,,0.8245600000000001
E1897_766,,0.95865,,
E195_203,,,0.25313,
E1700_654,,,,0.8183
E751_340,,,0.42481,
E477_484,,,0.60526,
E600_628,,,0.78571,
E1127_785,,0.98246,,
E531_704,,,0.88095,
E1390_589,,,0.7368399999999999,
E358_729,,,,0.91228
E1780_678,,0.8483700000000001,,
E208_603,0.75439,,,
E864_241,,,0.30075,
E1420_559,,,0.69925,
E721_210,,0.2619,,
E1082_555,0.69424,,,
E1388_433,,0.54135,,
E1023_554,0.69298,,,
E1934_723,,0.90476,,
E1969_569,,,0.71178,
E1652_443,,0.55388,,
E1431_370,,,0.46241000000000004,
E893_271,,0.33835,,
E886_294,,0.36717,,
E791_414,,,0.51754,
E732_92,,0.11404,,
E879_484,,0.60526,,
E300_315,,,0.39348,
E993_268,,,0.33459,
E1932_663,0.82957,,,
E1536_499,,,0.6240600000000001,
E1743_373,,0.46617,,
E78_735,,,0.9198,
E710_408,,,,0.51003
E999_362,0.45238,,,
E117_230,,0.28697,,
E1116_109,0.13534000000000002,,,
E1803_611,,,0.76441,
E207_799,,1.0,,
E924_648,,0.8107800000000001,,
E1842_776,,,0.9711799999999999,
E1884_76,,,0.09398,
E595_506,,,0.63283,
E581_472,,,0.59023,
E165_477,,0.59649,,
E1062_385,,,0.4812,
E794_51,,,0.06266000000000001,
E797_661,,0.8270700000000001,,
E157_565,,0.70677,,
E987_325,,0.40602,,
E1190_412,0.5150399999999999,,,
E1130_360,,0.44987,,
E279_613,,,0.7669199999999999,
E1747_395,,0.49373,,
E1831_634,,0.79323,,
E261_790,,,0.98872,
E169_103,,,0.12782000000000002,
E1351_601,,0.75188,,
E1290_390,,0.48746999999999996,,
E1977_742,,,0.9285700000000001,
E1492_344,0.42982,,,
E40_230,,,,0.28697
E848_482,,0.6027600000000001,,
E806_38,,,0.04637,
E1599_127,,0.15789,,
E1777_152,,0.18922,,
E1488_719,,,0.89975,
E1887_656,0.8208,,,
E1926_401,,,0.50125,
E618_704,,0.88095,,
E1642_236,,,0.29449000000000003,
E431_71,,,0.08772,
E1428_766,,0.95865,,
E1967_666,,0.8333299999999999,,
E1049_268,,0.33459,,
E793_174,,0.21679,,
E120_777,,0.9724299999999999,,
E6_428,0.53509,,,
E1470_614,,,0.76817,
E1120_299,,0.37343000000000004,,
E1045_8,,,0.00877,
E1692_794,,,0.9937299999999999,
E1199_415,,,,0.5188
E148_478,,,0.5977399999999999,
E1454_787,,,0.9849600000000001,
E613_512,,,0.64035,
E1496_684,,,0.8558899999999999,
E1458_565,,,,0.70677
E305_478,,0.5977399999999999,,
E1462_251,,,,0.31328
E403_624,,0.7807,,
E620_78,,,0.09648999999999999,
E936_4,,,0.0037600000000000003,
E533_112,0.1391,,,
E1221_529,,0.66165,,
E638_495,,0.61905,,
E696_18,,0.0213,,
E1796_377,,,,0.47118000000000004
E775_701,,,0.8771899999999999,
E194_745,0.9323299999999999,,,
E1028_682,,0.8533799999999999,,
E179_182,,,0.22682,
E1481_606,,,0.75815,
E412_789,,,0.9874700000000001,
E1643_218,,,0.27193,
E1733_303,,,,0.37845
E1403_244,,0.30451,,
E913_543,,0.6792,,
E1865_719,,,0.89975,
E1886_132,,0.16416,,
E1507_528,,0.6604,,
E1083_412,,0.5150399999999999,,
E1490_188,,,0.23434000000000002,
E1519_435,,,0.54386,
E1822_648,0.8107800000000001,,,
E1109_565,,,0.70677,
E455_586,,,,0.7330800000000001
E299_240,,0.2995,,
E1911_718,,,0.8985,
E666_681,,,,0.8521299999999999
E326_494,,,,0.61779
E256_66,0.08145,,,
E828_213,,0.26566,,
E1518_694,,0.8684200000000001,,
E1921_282,,,,0.35213
E1744_499,,0.6240600000000001,,
E1337_415,,,0.5188,
E1846_598,,,0.74812,
E296_1,,,0.0,
E545_257,,,0.3208,
E1748_133,,,0.16541,
E621_536,,0.67043,,
E1607_277,,0.34586,,
E85_481,,,0.6015,
E1309_356,,0.44486000000000003,,
E626_551,,0.6892199999999999,,
E1273_223,,,0.2782,
E360_481,,0.6015,,
E660_81,,,0.10025,
E986_635,,0.7944899999999999,,
E262_517,,,0.64662,
E542_120,,0.14912,,
E716_537,,0.67168,,
E965_92,,0.11404,,
E530_156,,,0.19424,
E1340_266,,0.33208000000000004,,
E1084_280,,0.34962,,
E516_160,,,0.19925,
E560_546,,0.68296,,
E153_465,,,0.58145,
E405_17,,,0.02005,
E529_434,0.54261,,,
E1255_325,,,0.40602,
E624_592,,,0.7406,
E189_280,,0.34962,,
E1924_398,,0.49749,,
E778_698,,0.8734299999999999,,
E1284_470,,,0.58772,
E1066_466,,0.5827100000000001,,
E1757_504,,,,0.6303300000000001
E1989_370,,0.46241000000000004,,
E1524_328,,,0.40976999999999997,
E241_675,,0.8446100000000001,,
E1868_281,,,0.35088,
E1166_632,,0.79073,,
E1596_443,,,0.55388,
E1323_748,0.93609,,,
E154_144,0.1792,,,
E1903_416,,0.52005,,
E1472_572,,0.71554,,
E1942_579,,,0.72431,
E843_637,,0.79699,,
E374_597,,,0.74687,
E215_491,,0.6140399999999999,,
E576_295,,,0.36841999999999997,
E1745_564,0.7055100000000001,,,
E318_514,,0.64286,,
E896_675,,,,0.8446100000000001
E55_654,,,0.8183,
E1089_410,,,,0.51253
E1904_135,0.16792,,,
E1786_94,,0.11654,,
E681_723,,0.90476,,
E1533_425,,,0.53133,
E1554_432,,0.5401,,
E232_344,0.42982,,,
E1542_22,,,0.02632,
E773_780,,,0.97619,
E1209_226,,0.28195,,
E1790_28,,0.03383,,
E1893_698,,0.8734299999999999,,
E1601_691,,0.86466,,
E131_513,,,,0.6416
E826_605,,0.75689,,
E1847_569,,0.71178,,
E363_771,,,0.96491,
E1312_254,,0.31704,,
E1430_243,,,0.30326,
E1958_359,0.44861999999999996,,,
E1784_368,,,0.4599,
E247_485,,,,0.60652
E1485_439,,,,0.54887
E648_792,,0.9912299999999999,,
E1238_659,0.8245600000000001,,,
E723_21,,0.02506,,
E1915_709,,,,0.8872200000000001
E22_758,,,0.94862,
E552_187,,,0.23308,
E715_9,,,,0.010029999999999999
E1297_552,,,0.69048,
E1532_116,0.14411,,,
E523_334,,,0.41728999999999994,
E805_526,,0.65789,,
E1521_187,,0.23308,,
E700_484,,,,0.60526
E1693_785,,0.98246,,
E1535_780,,0.97619,,
E658_157,0.19549,,,
E37_479,,0.599,,
E554_420,,0.5250600000000001,,
E415_484,,0.60526,,
E1584_137,,,0.17043,
E1185_117,,,0.14536,
E685_131,,,,0.16291
E1632_524,,,0.6553899999999999,
E979_145,,,,0.18045
E1230_775,,,0.9699200000000001,
E1263_390,0.48746999999999996,,,
E1287_415,,,0.5188,
E1680_659,,,0.8245600000000001,
E1985_586,,0.7330800000000001,,
E1368_272,0.3396,,,
E461_271,,,,0.33835
E11_243,,,0.30326,
E1293_6,,,,0.00627
E1888_666,,,,0.8333299999999999
E701_644,,0.80576,,
E35_792,,0.9912299999999999,,
E1438_285,,,,0.35589
E563_706,,,0.88346,
E1908_496,,0.6203,,
E795_96,,0.11905,,
E675_606,,0.75815,,
E895_598,,,,0.74812
E652_111,,0.13784000000000002,,
E849_3,,,0.00251,
E1093_241,,,,0.30075
E1580_137,,,0.17043,
E407_484,,0.60526,,
E728_3,0.00251,,,
